"","country","continent","iso_alpha","iso_num","cntry_col","cntnt_col","iso2c","variable","measurement"
"4376","Cyprus","Europe",NA,NA,NA,NA,"CY","envir",0.103461084195005
"4377","Czech Republic","Europe","CZE",203,"#7BB93E","#313695","CZ","envir",1.26003234384767
"4378","Denmark","Europe","DNK",208,"#A2D26B","#313695","DK","envir",0.886288524299052
"4379","Djibouti","Africa","DJI",262,"#FDDCAF","#7F3B08","DJ","envir",-0.653795727287243
"4380","Dominican Republic","Americas","DOM",214,"#F46D43","#313695","DO","envir",0.209914056767309
"4381","Ecuador","Americas","ECU",218,"#E54E35","#A50026","EC","envir",0.319956892388985
"4382","Egypt","Africa","EGY",818,"#833D07","#A50026","EG","envir",-1.44158940346117
"4383","El Salvador","Americas","SLV",222,"#FA9856","#276419","SV","envir",-0.254851119260822
"4384","Equatorial Guinea","Africa","GNQ",226,"#FDD9A8","#313695","GQ","envir",0.447760562699611
"4385","Eritrea","Africa","ERI",232,"#F3A548","#313695","ER","envir",-0.914402573397886
"4386","Estonia","Europe",NA,NA,NA,NA,"EE","envir",0.346086119150869
"4387","Eswatini","Africa",NA,NA,NA,NA,"SZ","envir",0.106346662003864
"4388","Ethiopia","Africa","ETH",231,"#873F07","#40004B","ET","envir",-0.704994855033142
"4389","Fiji","Oceania",NA,NA,NA,NA,"FJ","envir",0.25172087367032
"4390","Finland","Europe","FIN",246,"#B2DD7E","#A50026","FI","envir",1.43219383904794
"4391","France","Europe","FRA",250,"#31701B","#40004B","FR","envir",0.665248799484989
"4392","Gabon","Africa","GAB",266,"#FDCA88","#313695","GA","envir",-0.299345089563942
"4393","Gambia","Africa","GMB",270,"#FDC074","#A50026","GM","envir",-0.566589623024233
"4394","Georgia","Asia",NA,NA,NA,NA,"GE","envir",-0.0091341483692005
"4395","Germany","Europe","DEU",276,"#276419","#7F3B08","DE","envir",1.24507187755303
"4396","Ghana","Africa","GHA",288,"#AB5406","#A50026","GH","envir",-0.532465172032094
"4397","Greece","Europe","GRC",300,"#599C28","#313695","GR","envir",0.769203519323533
"4398","Grenada","Americas",NA,NA,NA,NA,"GD","envir",-0.0212313744519394
"4399","Guatemala","Americas","GTM",320,"#EA5839","#40004B","GT","envir",-0.160039325742395
"4400","Guinea","Africa","GIN",324,"#E18417","#A50026","GN","envir",-0.393622834191427
"4401","Guinea-Bissau","Africa","GNB",624,"#FDC681","#276419","GW","envir",-0.488492681565043
"4402","Guyana","Americas",NA,NA,NA,NA,"GY","envir",-0.0132578830202679
"4403","Haiti","Americas","HTI",332,"#F7824D","#A50026","HT","envir",-0.125985996628962
"4404","Honduras","Americas","HND",340,"#F88D51","#40004B","HN","envir",-0.110754670086817
"4405","Hong Kong, China","Asia","HKG",344,"#BC9ECA","#7F3B08",NA,"envir",-0.00421454562473353
"4406","Hungary","Europe","HUN",348,"#5FA12D","#7F3B08","HU","envir",0.456433836778745
"4407","Iceland","Europe","ISL",352,"#E6F5D0","#313695","IS","envir",1.03671241954501
"4408","India","Asia","IND",356,"#460552","#276419","IN","envir",-1.60802015765365
"4409","Indonesia","Asia","IDN",360,"#4D0A59","#313695","ID","envir",0.109730007762079
"4410","Iran","Asia","IRN",364,"#762A83","#7F3B08","IR","envir",0.721349873371622
"4411","Iraq","Asia","IRQ",368,"#9467A5","#40004B","IQ","envir",-0.299278252731738
"4412","Ireland","Europe","IRL",372,"#CCE9A7","#7F3B08","IE","envir",1.26370225118762
"4413","Israel","Asia","ISR",376,"#C2A5CF","#A50026","IL","envir",1.23423669078532
"4414","Italy","Europe","ITA",380,"#3B7D1D","#313695","IT","envir",0.636430420399344
"4415","Jamaica","Americas","JAM",388,"#FDD788","#7F3B08","JM","envir",0.272883767523603
"4416","Japan","Asia","JPN",392,"#611A6D","#40004B","JP","envir",1.37468721975486
"4417","Jordan","Asia","JOR",400,"#C6AAD2","#40004B","JO","envir",0.0861740007091659
"4418","Kazakhstan","Asia",NA,NA,NA,NA,"KZ","envir",0.183172783669815
"4419","Kenya","Africa","KEN",404,"#9B4A06","#40004B","KE","envir",-0.427390376366498
"4420","Kiribati","Oceania",NA,NA,NA,NA,"KI","envir",0.256299065267903
"4421","Korea, Rep.","Asia","KOR",410,"#7E3B8C","#40004B","KR","envir",1.44784514324327
"4422","Kuwait","Asia","KWT",414,"#E2CEE4","#276419","KW","envir",-0.894641443646974
"4423","Latvia","Europe",NA,NA,NA,NA,"LV","envir",0.192311312604463
"4424","Lebanon","Asia","LBN",422,"#D4BCDB","#7F3B08","LB","envir",0.415189928882326
"4425","Lesotho","Africa","LSO",426,"#FDBD6E","#7F3B08","LS","envir",-0.286853399451354
"4426","Liberia","Africa","LBR",430,"#FCB661","#276419","LR","envir",-0.200841526221719
"4427","Libya","Africa","LBY",434,"#EE9D3C","#40004B","LY","envir",0.384399740404344
"4428","Lithuania","Europe",NA,NA,NA,NA,"LT","envir",0.228448547988852
"4429","Luxembourg","Europe",NA,NA,NA,NA,"LU","envir",0.262644049373187
"4430","Madagascar","Africa","MDG",450,"#B35806","#276419","MG","envir",-0.32605232978989
"4431","Malawi","Africa","MWI",454,"#C2650A","#40004B","MW","envir",-0.359606322137443
"4432","Malaysia","Asia","MYS",458,"#9970AB","#276419","MY","envir",1.31527014054111
"4433","Maldives","Asia",NA,NA,NA,NA,"MV","envir",0.321652056060251
"4434","Mali","Africa","MLI",466,"#D37610","#40004B","ML","envir",-0.69991997757859
"4435","Malta","Europe",NA,NA,NA,NA,"MT","envir",0.181214400088952
"4436","Mauritania","Africa","MRT",478,"#FAB25B","#40004B","MR","envir",-0.793986103005478
"4437","Mauritius","Africa","MUS",480,"#FDCD8E","#7F3B08","MU","envir",0.358821436853316
"4438","Mexico","Americas","MEX",484,"#B51026","#313695","MX","envir",0.371322453399193
"4439","Micronesia","Oceania",NA,NA,NA,NA,"FM","envir",0.241539266413604
"4440","Moldova","Europe",NA,NA,NA,NA,"MD","envir",0.127428303153191
"4441","Mongolia","Asia","MNG",496,"#DDC8E1","#40004B","MN","envir",0.36962434147442
"4442","Montenegro","Europe","MNE",499,"#DFF2C5","#276419","ME","envir",0.19017642131731
"4443","Morocco","Africa","MAR",504,"#9F4D06","#276419","MA","envir",-0.306877667150223
"4444","Mozambique","Africa","MOZ",508,"#AF5606","#40004B","MZ","envir",-0.256888340474689
"4445","Myanmar","Asia","MMR",104,"#834492","#276419","MM","envir",-0.579688832339776
"4446","Namibia","Africa","NAM",516,"#FDBA67","#313695","NA","envir",-0.132344192924749
"4447","Nepal","Asia","NPL",524,"#8B559B","#7F3B08","NP","envir",-2.08102888504379
"4448","Netherlands","Europe","NLD",528,"#529624","#276419","NL","envir",1.45580584672566
"4449","New Zealand","Oceania","NZL",554,"#4575B4","#A50026","NZ","envir",1.33587451781596
"4450","Nicaragua","Americas","NIC",558,"#FDAE61","#7F3B08","NI","envir",-0.104900470953553
"4451","Niger","Africa","NER",562,"#C5690B","#276419","NE","envir",-1.96804951001296
"4452","Nigeria","Africa","NGA",566,"#7F3B08","#7F3B08","NG","envir",-1.37184062320728
"4453","North Macedonia","Europe",NA,NA,NA,NA,"MK","envir",-0.182125400736438
"4454","Norway","Europe","NOR",578,"#B9E188","#40004B","NO","envir",1.60265765366715
"4455","Oman","Asia","OMN",512,"#D9C2DE","#A50026","OM","envir",-0.443724657675575
"4456","Pakistan","Asia","PAK",586,"#540F60","#7F3B08","PK","envir",-1.01960084582486
"4457","Panama","Americas","PAN",591,"#FDCF80","#313695","PA","envir",0.325867948958568
"4458","Papua New Guinea","Oceania",NA,NA,NA,NA,"PG","envir",0.218315263276537
"4459","Paraguay","Americas","PRY",600,"#FBA35B","#313695","PY","envir",0.0259184820540938
"4460","Peru","Americas","PER",604,"#D73027","#276419","PE","envir",-0.0686442258971804
"4461","Philippines","Asia","PHL",608,"#681F75","#276419","PH","envir",-0.0683452478747586
"4462","Poland","Europe","POL",616,"#468A1F","#A50026","PL","envir",0.83744869356122
"4463","Portugal","Europe","PRT",620,"#66A731","#A50026","PT","envir",0.635737385958134
"4464","Puerto Rico","Americas","PRI",630,"#FDBE70","#40004B","PR","envir",0.308944270976555
"4465","Qatar","Asia",NA,NA,NA,NA,"QA","envir",-1.59392518196338
"4466","Romania","Europe","ROU",642,"#4B9020","#40004B","RO","envir",0.318467485364597
"4467","Russia","Europe",NA,NA,NA,NA,"RU","envir",0.129514264553853
"4468","Rwanda","Africa","RWA",646,"#E58C23","#276419","RW","envir",-0.811005364844641
"4469","Samoa","Oceania",NA,NA,NA,NA,"WS","envir",0.235460535500228
"4470","Sao Tome and Principe","Africa","STP",678,"#FEE0B6","#A50026","ST","envir",-0.40039190555095
"4471","Saudi Arabia","Asia","SAU",682,"#905EA1","#A50026","SA","envir",-1.51945628035734
"4472","Senegal","Africa","SEN",686,"#D0730F","#A50026","SN","envir",-0.656017377494655
"4473","Serbia","Europe","SRB",688,"#74B33A","#276419","RS","envir",0.174251373225177
"4474","Seychelles","Africa",NA,NA,NA,NA,"SC","envir",0.0372074483245424
"4475","Sierra Leone","Africa","SLE",694,"#EC9936","#A50026","SL","envir",-0.296856930781164
"4476","Singapore","Asia","SGP",702,"#CBB0D5","#276419","SG","envir",1.64828339732672
"4477","Slovak Republic","Europe","SVK",703,"#AAD875","#7F3B08","SK","envir",0.636579265494715
"4478","Slovenia","Europe","SVN",705,"#D9EFBB","#40004B","SI","envir",0.787464205385877
"4479","Solomon Islands","Oceania",NA,NA,NA,NA,"SB","envir",0.22785499196315
"4480","Somalia","Africa","SOM",706,"#E3881D","#40004B","SO","envir",-0.558635102182611
"4481","South Africa","Africa","ZAF",710,"#8F4407","#313695","ZA","envir",1.31614991875525
"4482","South Sudan","Africa",NA,NA,NA,NA,"SS","envir",-0.54622691438512
"4483","Spain","Europe","ESP",724,"#41831E","#7F3B08","ES","envir",0.840967308827139
"4484","Sri Lanka","Asia","LKA",144,"#AD8ABD","#40004B","LK","envir",0.051853429241417
"4485","St. Lucia","Americas",NA,NA,NA,NA,"LC","envir",-0.0138377256297056
"4486","St. Vincent and the Grenadines","Americas",NA,NA,NA,NA,"VC","envir",-0.009236637542198
"4487","Sudan","Africa","SDN",736,"#934607","#7F3B08","SD","envir",-1.04871350089526
"4488","Suriname","Americas",NA,NA,NA,NA,"SR","envir",-0.0684899186394977
"4489","Sweden","Europe","SWE",752,"#82BE45","#7F3B08","SE","envir",0.770246509616743
"4490","Switzerland","Europe","CHE",756,"#9ACD62","#276419","CH","envir",0.654781077639407
"4491","Syria","Asia","SYR",760,"#B291C1","#276419","SY","envir",-0.591800956950128
"4492","Tajikistan","Asia",NA,NA,NA,NA,"TJ","envir",-0.559427821594292
"4493","Tanzania","Africa","TZA",834,"#974807","#A50026","TZ","envir",-0.454037099490252
"4494","Thailand","Asia","THA",764,"#7A3288","#A50026","TH","envir",0.317200595276324
"4495","Timor-Leste","Asia",NA,NA,NA,NA,"TL","envir",0.0583737507681973
"4496","Togo","Africa","TGO",768,"#F1A142","#276419","TG","envir",-0.582605358868635
"4497","Tonga","Oceania",NA,NA,NA,NA,"TO","envir",0.252976946085074
"4498","Trinidad and Tobago","Americas","TTO",780,"#FEE090","#A50026","TT","envir",-0.0530662951225929
"4499","Tunisia","Africa","TUN",788,"#DA7D12","#313695","TN","envir",-0.263138836301755
"4500","Turkey","Europe","TUR",792,"#2C6A1A","#A50026","TR","envir",-0.0971624930082547
"4501","Turkmenistan","Asia",NA,NA,NA,NA,"TM","envir",0.000705057119733454
"4502","Uganda","Africa","UGA",800,"#A75106","#7F3B08","UG","envir",-0.965228319394322
"4503","Ukraine","Europe",NA,NA,NA,NA,"UA","envir",0.0341953567161632
"4504","United Arab Emirates","Asia",NA,NA,NA,NA,"AE","envir",-0.439182659176915
"4505","United Kingdom","Europe","GBR",826,"#36771C","#276419","GB","envir",0.997288829034515
"4506","United States","Americas","USA",840,"#A50026","#40004B","US","envir",0.330527529181672
"4507","Uruguay","Americas","URY",858,"#FDC778","#276419","UY","envir",0.257267869107292
"4508","Uzbekistan","Asia",NA,NA,NA,NA,"UZ","envir",-0.152928403222292
"4509","Vanuatu","Oceania",NA,NA,NA,NA,"VU","envir",0.233054334090929
"4510","Venezuela","Americas","VEN",862,"#DB3A2B","#313695","VE","envir",0.877092104295947
"4511","Vietnam","Asia","VNM",704,"#6F247B","#313695","VN","envir",-0.210160698673829
"4512","West Bank and Gaza","Asia","PSE",275,"#CFB6D8","#313695","PS","envir",-0.502255571507828
"4513","Zambia","Africa","ZMB",894,"#D77911","#276419","ZM","envir",-0.403959445252606
"4514","Zimbabwe","Africa","ZWE",716,"#CC6F0D","#7F3B08","ZW","envir",-0.192881315743307
"4515","Afghanistan","Asia","AFG",4,"#874D96","#313695","AF","health",-1.15005752104224
"4516","Albania","Europe","ALB",8,"#D2ECB1","#A50026","AL","health",0.914748250997289
"4517","Algeria","Africa","DZA",12,"#A34F06","#313695","DZ","health",0.485421759291045
"4518","American Samoa","Oceania",NA,NA,NA,NA,"AS","health",0.318279700264389
"4519","Angola","Africa","AGO",24,"#C96C0C","#313695","AO","health",-1.47131547494845
"4520","Antigua and Barbuda","Americas",NA,NA,NA,NA,"AG","health",0.573015393433771
"4521","Argentina","Americas","ARG",32,"#C62026","#A50026","AR","health",0.595693432076091
"4522","Armenia","Asia",NA,NA,NA,NA,"AM","health",0.626905192129883
"4523","Australia","Oceania","AUS",36,"#313695","#7F3B08","AU","health",1.15240631920088
"4524","Austria","Europe","AUT",40,"#92C858","#40004B","AT","health",1.0674700991686
"4525","Azerbaijan","Asia",NA,NA,NA,NA,"AZ","health",0.317879182153347
"4526","Bahamas","Americas",NA,NA,NA,NA,"BS","health",0.247956218214245
"4527","Bahrain","Asia","BHR",48,"#E7D4E8","#313695","BH","health",0.793936246659963
"4528","Bangladesh","Asia","BGD",50,"#5B1567","#A50026","BD","health",-0.110804934674937
"4529","Barbados","Americas",NA,NA,NA,NA,"BB","health",0.50855957237182
"4530","Belarus","Europe",NA,NA,NA,NA,"BY","health",0.615304154420497
"4531","Belgium","Europe","BEL",56,"#6DAD35","#40004B","BE","health",1.00032359976371
"4532","Belize","Americas",NA,NA,NA,NA,"BZ","health",0.201286877505615
"4533","Benin","Africa","BEN",204,"#EA952F","#7F3B08","BJ","health",-1.39645976966247
"4534","Bhutan","Asia",NA,NA,NA,NA,"BT","health",-0.598912700816349
"4535","Bolivia","Americas","BOL",68,"#F57748","#7F3B08","BO","health",-0.321158316080256
"4536","Bosnia and Herzegovina","Europe","BIH",70,"#BFE492","#276419","BA","health",0.78376999226915
"4537","Botswana","Africa","BWA",72,"#FDC37B","#40004B","BW","health",-0.465553907924379
"4538","Brazil","Americas","BRA",76,"#AD0826","#276419","BR","health",0.413168047098386
"4539","Brunei Darussalam","Asia",NA,NA,NA,NA,"BN","health",0.396961955930965
"4540","Bulgaria","Europe","BGR",100,"#8AC34F","#A50026","BG","health",0.535538662210834
"4541","Burkina Faso","Africa","BFA",854,"#BE6209","#A50026","BF","health",-1.4981275665712
"4542","Burundi","Africa","BDI",108,"#E79029","#313695","BI","health",-1.53387196291702
"4543","Cabo Verde","Africa",NA,NA,NA,NA,"CV","health",0.355841535215724
"4544","Cambodia","Asia","KHM",116,"#B797C6","#313695","KH","health",-0.295572356042665
"4545","Cameroon","Africa","CMR",120,"#BA5F08","#7F3B08","CM","health",-1.86297080192304
"4546","Canada","Americas","CAN",124,"#CE2726","#40004B","CA","health",1.05221607375765
"4547","Central African Republic","Africa","CAF",140,"#F5AA4E","#7F3B08","CF","health",-2.75632353891453
"4548","Chad","Africa","TCD",148,"#DE8013","#7F3B08","TD","health",-2.43734471157391
"4549","Chile","Americas","CHL",152,"#E04430","#7F3B08","CL","health",0.865628845146628
"4550","China","Asia","CHN",156,"#40004B","#40004B","CN","health",0.723926052272477
"4551","Colombia","Americas","COL",170,"#BE1826","#7F3B08","CO","health",0.563458937841634
"4552","Comoros","Africa","COM",174,"#FDD6A2","#276419","KM","health",-1.04548409891317
"4553","Congo, Dem. Rep.","Africa","COD",180,"#8B4107","#276419","CD","health",-1.62312481955427
"4554","Congo, Rep.","Africa","COG",178,"#F7AE55","#A50026","CG","health",-1.21150630759429
"4555","Costa Rica","Americas","CRI",188,"#FDB668","#A50026","CR","health",0.871495596821091
"4556","Cote d'Ivoire","Africa","CIV",384,"#B75C07","#313695","CI","health",-2.19955544786976
"4557","Croatia","Europe","HRV",191,"#C6E79C","#313695","HR","health",0.919846505519614
"4558","Cuba","Americas","CUB",192,"#EF623E","#276419","CU","health",0.702032844646032
"4559","Cyprus","Europe",NA,NA,NA,NA,"CY","health",1.11385025403674
"4560","Czech Republic","Europe","CZE",203,"#7BB93E","#313695","CZ","health",0.932860934837299
"4561","Denmark","Europe","DNK",208,"#A2D26B","#313695","DK","health",0.959236773738217
"4562","Djibouti","Africa","DJI",262,"#FDDCAF","#7F3B08","DJ","health",-0.815532290286076
"4563","Dominican Republic","Americas","DOM",214,"#F46D43","#313695","DO","health",0.117285670269945
"4564","Ecuador","Americas","ECU",218,"#E54E35","#A50026","EC","health",0.491816419506797
"4565","Egypt","Africa","EGY",818,"#833D07","#A50026","EG","health",0.117193491598823
"4566","El Salvador","Americas","SLV",222,"#FA9856","#276419","SV","health",0.278452581143779
"4567","Equatorial Guinea","Africa","GNQ",226,"#FDD9A8","#313695","GQ","health",-1.9889298342375
"4568","Eritrea","Africa","ERI",232,"#F3A548","#313695","ER","health",-0.998329773423029
"4569","Estonia","Europe",NA,NA,NA,NA,"EE","health",0.848738971687624
"4570","Eswatini","Africa",NA,NA,NA,NA,"SZ","health",-1.6054531434313
"4571","Ethiopia","Africa","ETH",231,"#873F07","#40004B","ET","health",-0.876921701629689
"4572","Fiji","Oceania",NA,NA,NA,NA,"FJ","health",-0.523781397746637
"4573","Finland","Europe","FIN",246,"#B2DD7E","#A50026","FI","health",1.08711724694753
"4574","France","Europe","FRA",250,"#31701B","#40004B","FR","health",1.05201835707619
"4575","Gabon","Africa","GAB",266,"#FDCA88","#313695","GA","health",-0.72953048401762
"4576","Gambia","Africa","GMB",270,"#FDC074","#A50026","GM","health",-1.31341784986877
"4577","Georgia","Asia",NA,NA,NA,NA,"GE","health",0.525349157579021
"4578","Germany","Europe","DEU",276,"#276419","#7F3B08","DE","health",1.03295749839025
"4579","Ghana","Africa","GHA",288,"#AB5406","#A50026","GH","health",-1.10504391425485
"4580","Greece","Europe","GRC",300,"#599C28","#313695","GR","health",1.10400362147536
"4581","Grenada","Americas",NA,NA,NA,NA,"GD","health",0.15706312049769
"4582","Guatemala","Americas","GTM",320,"#EA5839","#40004B","GT","health",0.127461798765501
"4583","Guinea","Africa","GIN",324,"#E18417","#A50026","GN","health",-1.55521097447021
"4584","Guinea-Bissau","Africa","GNB",624,"#FDC681","#276419","GW","health",-2.03858021967036
"4585","Guyana","Americas",NA,NA,NA,NA,"GY","health",-0.440019574754568
"4586","Haiti","Americas","HTI",332,"#F7824D","#A50026","HT","health",-1.10048429915568
"4587","Honduras","Americas","HND",340,"#F88D51","#40004B","HN","health",0.188122453385257
"4588","Hong Kong, China","Asia","HKG",344,"#BC9ECA","#7F3B08",NA,"health",0.385650256412285
"4589","Hungary","Europe","HUN",348,"#5FA12D","#7F3B08","HU","health",0.605312494106099
"4590","Iceland","Europe","ISL",352,"#E6F5D0","#313695","IS","health",1.17553446035063
"4591","India","Asia","IND",356,"#460552","#276419","IN","health",-0.466567527926161
"4592","Indonesia","Asia","IDN",360,"#4D0A59","#313695","ID","health",-0.0297544458842153
"4593","Iran","Asia","IRN",364,"#762A83","#7F3B08","IR","health",0.784660460115617
"4594","Iraq","Asia","IRQ",368,"#9467A5","#40004B","IQ","health",-0.149076873395083
"4595","Ireland","Europe","IRL",372,"#CCE9A7","#7F3B08","IE","health",1.06012250923842
"4596","Israel","Asia","ISR",376,"#C2A5CF","#A50026","IL","health",1.15808457327785
"4597","Italy","Europe","ITA",380,"#3B7D1D","#313695","IT","health",1.18690770141694
"4598","Jamaica","Americas","JAM",388,"#FDD788","#7F3B08","JM","health",0.287358985195194
"4599","Japan","Asia","JPN",392,"#611A6D","#40004B","JP","health",1.23037995306021
"4600","Jordan","Asia","JOR",400,"#C6AAD2","#40004B","JO","health",0.42341633409051
"4601","Kazakhstan","Asia",NA,NA,NA,NA,"KZ","health",0.388291237330264
"4602","Kenya","Africa","KEN",404,"#9B4A06","#40004B","KE","health",-0.835840338366323
"4603","Kiribati","Oceania",NA,NA,NA,NA,"KI","health",-0.490297032918794
"4604","Korea, Rep.","Asia","KOR",410,"#7E3B8C","#40004B","KR","health",1.22886419876952
"4605","Kuwait","Asia","KWT",414,"#E2CEE4","#276419","KW","health",0.861497396471302
"4606","Latvia","Europe",NA,NA,NA,NA,"LV","health",0.504740987426934
"4607","Lebanon","Asia","LBN",422,"#D4BCDB","#7F3B08","LB","health",0.863553606467051
"4608","Lesotho","Africa","LSO",426,"#FDBD6E","#7F3B08","LS","health",-2.76834298231668
"4609","Liberia","Africa","LBR",430,"#FCB661","#276419","LR","health",-1.25513644584299
"4610","Libya","Africa","LBY",434,"#EE9D3C","#40004B","LY","health",0.337142622950548
"4611","Lithuania","Europe",NA,NA,NA,NA,"LT","health",0.58532856850688
"4612","Luxembourg","Europe",NA,NA,NA,NA,"LU","health",1.03496597666404
"4613","Madagascar","Africa","MDG",450,"#B35806","#276419","MG","health",-0.798913354716805
"4614","Malawi","Africa","MWI",454,"#C2650A","#40004B","MW","health",-1.13480040098764
"4615","Malaysia","Asia","MYS",458,"#9970AB","#276419","MY","health",0.574305672587264
"4616","Maldives","Asia",NA,NA,NA,NA,"MV","health",0.95133940819946
"4617","Mali","Africa","MLI",466,"#D37610","#40004B","ML","health",-1.75077487280512
"4618","Malta","Europe",NA,NA,NA,NA,"MT","health",1.08489116745652
"4619","Mauritania","Africa","MRT",478,"#FAB25B","#40004B","MR","health",-0.920603767157274
"4620","Mauritius","Africa","MUS",480,"#FDCD8E","#7F3B08","MU","health",0.38644805153412
"4621","Mexico","Americas","MEX",484,"#B51026","#313695","MX","health",0.377930317956178
"4622","Micronesia","Oceania",NA,NA,NA,NA,"FM","health",-0.366452069613991
"4623","Moldova","Europe",NA,NA,NA,NA,"MD","health",0.220635637631462
"4624","Mongolia","Asia","MNG",496,"#DDC8E1","#40004B","MN","health",-0.118033272330378
"4625","Montenegro","Europe","MNE",499,"#DFF2C5","#276419","ME","health",0.739537874134487
"4626","Morocco","Africa","MAR",504,"#9F4D06","#276419","MA","health",0.667786055672142
"4627","Mozambique","Africa","MOZ",508,"#AF5606","#40004B","MZ","health",-1.73694803039952
"4628","Myanmar","Asia","MMR",104,"#834492","#276419","MM","health",-0.549353621341368
"4629","Namibia","Africa","NAM",516,"#FDBA67","#313695","NA","health",-1.2658361706487
"4630","Nepal","Asia","NPL",524,"#8B559B","#7F3B08","NP","health",-0.228326081688583
"4631","Netherlands","Europe","NLD",528,"#529624","#276419","NL","health",1.10187297672073
"4632","New Zealand","Oceania","NZL",554,"#4575B4","#A50026","NZ","health",1.05017329578652
"4633","Nicaragua","Americas","NIC",558,"#FDAE61","#7F3B08","NI","health",0.250391274426357
"4634","Niger","Africa","NER",562,"#C5690B","#276419","NE","health",-1.33443892660359
"4635","Nigeria","Africa","NGA",566,"#7F3B08","#7F3B08","NG","health",-2.46425936700956
"4636","North Macedonia","Europe",NA,NA,NA,NA,"MK","health",0.648982920097136
"4637","Norway","Europe","NOR",578,"#B9E188","#40004B","NO","health",1.10836686606175
"4638","Oman","Asia","OMN",512,"#D9C2DE","#A50026","OM","health",0.702921996033708
"4639","Pakistan","Asia","PAK",586,"#540F60","#7F3B08","PK","health",-0.661640201329929
"4640","Panama","Americas","PAN",591,"#FDCF80","#313695","PA","health",0.609082505108805
"4641","Papua New Guinea","Oceania",NA,NA,NA,NA,"PG","health",-0.906648107063237
"4642","Paraguay","Americas","PRY",600,"#FBA35B","#313695","PY","health",0.125993590464278
"4643","Peru","Americas","PER",604,"#D73027","#276419","PE","health",0.503061101410031
"4644","Philippines","Asia","PHL",608,"#681F75","#276419","PH","health",-0.0665805560618178
"4645","Poland","Europe","POL",616,"#468A1F","#A50026","PL","health",0.818117636111482
"4646","Portugal","Europe","PRT",620,"#66A731","#A50026","PT","health",1.11644831790947
"4647","Puerto Rico","Americas","PRI",630,"#FDBE70","#40004B","PR","health",0.817655734051532
"4648","Qatar","Asia",NA,NA,NA,NA,"QA","health",1.00725403527681
"4649","Romania","Europe","ROU",642,"#4B9020","#40004B","RO","health",0.604892591514502
"4650","Russia","Europe",NA,NA,NA,NA,"RU","health",0.293402034962176
"4651","Rwanda","Africa","RWA",646,"#E58C23","#276419","RW","health",-0.58561769451907
"4652","Samoa","Oceania",NA,NA,NA,NA,"WS","health",0.397646946880064
"4653","Sao Tome and Principe","Africa","STP",678,"#FEE0B6","#A50026","ST","health",-0.149720327757567
"4654","Saudi Arabia","Asia","SAU",682,"#905EA1","#A50026","SA","health",0.494998494934483
"4655","Senegal","Africa","SEN",686,"#D0730F","#A50026","SN","health",-0.444636396711404
"4656","Serbia","Europe","SRB",688,"#74B33A","#276419","RS","health",0.633751704636019
"4657","Seychelles","Africa",NA,NA,NA,NA,"SC","health",0.343880117706137
"4658","Sierra Leone","Africa","SLE",694,"#EC9936","#A50026","SL","health",-2.63977967856453
"4659","Singapore","Asia","SGP",702,"#CBB0D5","#276419","SG","health",1.19429245190984
"4660","Slovak Republic","Europe","SVK",703,"#AAD875","#7F3B08","SK","health",0.792751407251923
"4661","Slovenia","Europe","SVN",705,"#D9EFBB","#40004B","SI","health",1.05578762943144
"4662","Solomon Islands","Oceania",NA,NA,NA,NA,"SB","health",0.0295598151422367
"4663","Somalia","Africa","SOM",706,"#E3881D","#40004B","SO","health",-2.0359129693111
"4664","South Africa","Africa","ZAF",710,"#8F4407","#313695","ZA","health",-1.17185386489527
"4665","South Sudan","Africa",NA,NA,NA,NA,"SS","health",-1.9134193088849
"4666","Spain","Europe","ESP",724,"#41831E","#7F3B08","ES","health",1.20397819009099
"4667","Sri Lanka","Asia","LKA",144,"#AD8ABD","#40004B","LK","health",0.782855292412452
"4668","St. Lucia","Americas",NA,NA,NA,NA,"LC","health",0.355601569666579
"4669","St. Vincent and the Grenadines","Americas",NA,NA,NA,NA,"VC","health",0.089933450690048
"4670","Sudan","Africa","SDN",736,"#934607","#7F3B08","SD","health",-0.914640144366663
"4671","Suriname","Americas",NA,NA,NA,NA,"SR","health",0.0681960579921348
"4672","Sweden","Europe","SWE",752,"#82BE45","#7F3B08","SE","health",1.14647475300536
"4673","Switzerland","Europe","CHE",756,"#9ACD62","#276419","CH","health",1.19090195874885
"4674","Syria","Asia","SYR",760,"#B291C1","#276419","SY","health",0.506365716629277
"4675","Tajikistan","Asia",NA,NA,NA,NA,"TJ","health",0.0592259466827412
"4676","Tanzania","Africa","TZA",834,"#974807","#A50026","TZ","health",-0.982777263749822
"4677","Thailand","Asia","THA",764,"#7A3288","#A50026","TH","health",0.58070431248518
"4678","Timor-Leste","Asia",NA,NA,NA,NA,"TL","health",-0.237076083447948
"4679","Togo","Africa","TGO",768,"#F1A142","#276419","TG","health",-1.53391469274634
"4680","Tonga","Oceania",NA,NA,NA,NA,"TO","health",0.0202601798318008
"4681","Trinidad and Tobago","Americas","TTO",780,"#FEE090","#A50026","TT","health",0.173767521925814
"4682","Tunisia","Africa","TUN",788,"#DA7D12","#313695","TN","health",0.661105905119111
"4683","Turkey","Europe","TUR",792,"#2C6A1A","#A50026","TR","health",0.751033629600139
"4684","Turkmenistan","Asia",NA,NA,NA,NA,"TM","health",-0.323702477380241
"4685","Uganda","Africa","UGA",800,"#A75106","#7F3B08","UG","health",-1.28231714854011
