"","country","continent","iso_alpha","iso_num","cntry_col","cntnt_col","iso2c","variable","measurement"
"996","Costa Rica","Americas","CRI",188,"#FDB668","#A50026","CR","gdpPercap",9645.06142
"997","Cote d'Ivoire","Africa","CIV",384,"#B75C07","#313695","CI","gdpPercap",1544.750112
"998","Croatia","Europe","HRV",191,"#C6E79C","#313695","HR","gdpPercap",14619.22272
"999","Cuba","Americas","CUB",192,"#EF623E","#276419","CU","gdpPercap",8948.102923
"1000","Czech Republic","Europe","CZE",203,"#7BB93E","#313695","CZ","gdpPercap",22833.30851
"1001","Denmark","Europe","DNK",208,"#A2D26B","#313695","DK","gdpPercap",35278.41874
"1002","Djibouti","Africa","DJI",262,"#FDDCAF","#7F3B08","DJ","gdpPercap",2082.481567
"1003","Dominican Republic","Americas","DOM",214,"#F46D43","#313695","DO","gdpPercap",6025.374752
"1004","Ecuador","Americas","ECU",218,"#E54E35","#A50026","EC","gdpPercap",6873.262326
"1005","Egypt","Africa","EGY",818,"#833D07","#A50026","EG","gdpPercap",5581.180998
"1006","El Salvador","Americas","SLV",222,"#FA9856","#276419","SV","gdpPercap",5728.353514
"1007","Equatorial Guinea","Africa","GNQ",226,"#FDD9A8","#313695","GQ","gdpPercap",12154.08975
"1008","Eritrea","Africa","ERI",232,"#F3A548","#313695","ER","gdpPercap",641.3695236
"1009","Ethiopia","Africa","ETH",231,"#873F07","#40004B","ET","gdpPercap",690.8055759
"1010","Finland","Europe","FIN",246,"#B2DD7E","#A50026","FI","gdpPercap",33207.0844
"1011","France","Europe","FRA",250,"#31701B","#40004B","FR","gdpPercap",30470.0167
"1012","Gabon","Africa","GAB",266,"#FDCA88","#313695","GA","gdpPercap",13206.48452
"1013","Gambia","Africa","GMB",270,"#FDC074","#A50026","GM","gdpPercap",752.7497265
"1014","Germany","Europe","DEU",276,"#276419","#7F3B08","DE","gdpPercap",32170.37442
"1015","Ghana","Africa","GHA",288,"#AB5406","#A50026","GH","gdpPercap",1327.60891
"1016","Greece","Europe","GRC",300,"#599C28","#313695","GR","gdpPercap",27538.41188
"1017","Guatemala","Americas","GTM",320,"#EA5839","#40004B","GT","gdpPercap",5186.050003
"1018","Guinea","Africa","GIN",324,"#E18417","#A50026","GN","gdpPercap",942.6542111
"1019","Guinea-Bissau","Africa","GNB",624,"#FDC681","#276419","GW","gdpPercap",579.231743
"1020","Haiti","Americas","HTI",332,"#F7824D","#A50026","HT","gdpPercap",1201.637154
"1021","Honduras","Americas","HND",340,"#F88D51","#40004B","HN","gdpPercap",3548.330846
"1022","Hong Kong, China","Asia","HKG",344,"#BC9ECA","#7F3B08",NA,"gdpPercap",39724.97867
"1023","Hungary","Europe","HUN",348,"#5FA12D","#7F3B08","HU","gdpPercap",18008.94444
"1024","Iceland","Europe","ISL",352,"#E6F5D0","#313695","IS","gdpPercap",36180.78919
"1025","India","Asia","IND",356,"#460552","#276419","IN","gdpPercap",2452.210407
"1026","Indonesia","Asia","IDN",360,"#4D0A59","#313695","ID","gdpPercap",3540.651564
"1027","Iran","Asia","IRN",364,"#762A83","#7F3B08","IR","gdpPercap",11605.71449
"1028","Iraq","Asia","IRQ",368,"#9467A5","#40004B","IQ","gdpPercap",4471.061906
"1029","Ireland","Europe","IRL",372,"#CCE9A7","#7F3B08","IE","gdpPercap",40675.99635
"1030","Israel","Asia","ISR",376,"#C2A5CF","#A50026","IL","gdpPercap",25523.2771
"1031","Italy","Europe","ITA",380,"#3B7D1D","#313695","IT","gdpPercap",28569.7197
"1032","Jamaica","Americas","JAM",388,"#FDD788","#7F3B08","JM","gdpPercap",7320.880262
"1033","Japan","Asia","JPN",392,"#611A6D","#40004B","JP","gdpPercap",31656.06806
"1034","Jordan","Asia","JOR",400,"#C6AAD2","#40004B","JO","gdpPercap",4519.461171
"1035","Kenya","Africa","KEN",404,"#9B4A06","#40004B","KE","gdpPercap",1463.249282
"1036","Korea, Rep.","Asia","KOR",410,"#7E3B8C","#40004B","KR","gdpPercap",23348.13973
"1037","Kuwait","Asia","KWT",414,"#E2CEE4","#276419","KW","gdpPercap",47306.98978
"1038","Lebanon","Asia","LBN",422,"#D4BCDB","#7F3B08","LB","gdpPercap",10461.05868
"1039","Lesotho","Africa","LSO",426,"#FDBD6E","#7F3B08","LS","gdpPercap",1569.331442
"1040","Liberia","Africa","LBR",430,"#FCB661","#276419","LR","gdpPercap",414.5073415
"1041","Libya","Africa","LBY",434,"#EE9D3C","#40004B","LY","gdpPercap",12057.49928
"1042","Madagascar","Africa","MDG",450,"#B35806","#276419","MG","gdpPercap",1044.770126
"1043","Malawi","Africa","MWI",454,"#C2650A","#40004B","MW","gdpPercap",759.3499101
"1044","Malaysia","Asia","MYS",458,"#9970AB","#276419","MY","gdpPercap",12451.6558
"1045","Mali","Africa","MLI",466,"#D37610","#40004B","ML","gdpPercap",1042.581557
"1046","Mauritania","Africa","MRT",478,"#FAB25B","#40004B","MR","gdpPercap",1803.151496
"1047","Mauritius","Africa","MUS",480,"#FDCD8E","#7F3B08","MU","gdpPercap",10956.99112
"1048","Mexico","Americas","MEX",484,"#B51026","#313695","MX","gdpPercap",11977.57496
"1049","Mongolia","Asia","MNG",496,"#DDC8E1","#40004B","MN","gdpPercap",3095.772271
"1050","Montenegro","Europe","MNE",499,"#DFF2C5","#276419","ME","gdpPercap",9253.896111
"1051","Morocco","Africa","MAR",504,"#9F4D06","#276419","MA","gdpPercap",3820.17523
"1052","Mozambique","Africa","MOZ",508,"#AF5606","#40004B","MZ","gdpPercap",823.6856205
"1053","Myanmar","Asia","MMR",104,"#834492","#276419","MM","gdpPercap",944
"1054","Namibia","Africa","NAM",516,"#FDBA67","#313695","NA","gdpPercap",4811.060429
"1055","Nepal","Asia","NPL",524,"#8B559B","#7F3B08","NP","gdpPercap",1091.359778
"1056","Netherlands","Europe","NLD",528,"#529624","#276419","NL","gdpPercap",36797.93332
"1057","New Zealand","Oceania","NZL",554,"#4575B4","#A50026","NZ","gdpPercap",25185.00911
"1058","Nicaragua","Americas","NIC",558,"#FDAE61","#7F3B08","NI","gdpPercap",2749.320965
"1059","Niger","Africa","NER",562,"#C5690B","#276419","NE","gdpPercap",619.6768924
"1060","Nigeria","Africa","NGA",566,"#7F3B08","#7F3B08","NG","gdpPercap",2013.977305
"1061","Norway","Europe","NOR",578,"#B9E188","#40004B","NO","gdpPercap",49357.19017
"1062","Oman","Asia","OMN",512,"#D9C2DE","#A50026","OM","gdpPercap",22316.19287
"1063","Pakistan","Asia","PAK",586,"#540F60","#7F3B08","PK","gdpPercap",2605.94758
"1064","Panama","Americas","PAN",591,"#FDCF80","#313695","PA","gdpPercap",9809.185636
"1065","Paraguay","Americas","PRY",600,"#FBA35B","#313695","PY","gdpPercap",4172.838464
"1066","Peru","Americas","PER",604,"#D73027","#276419","PE","gdpPercap",7408.905561
"1067","Philippines","Asia","PHL",608,"#681F75","#276419","PH","gdpPercap",3190.481016
"1068","Poland","Europe","POL",616,"#468A1F","#A50026","PL","gdpPercap",15389.92468
"1069","Portugal","Europe","PRT",620,"#66A731","#A50026","PT","gdpPercap",20509.64777
"1070","Puerto Rico","Americas","PRI",630,"#FDBE70","#40004B","PR","gdpPercap",19328.70901
"1071","Romania","Europe","ROU",642,"#4B9020","#40004B","RO","gdpPercap",10808.47561
"1072","Rwanda","Africa","RWA",646,"#E58C23","#276419","RW","gdpPercap",863.0884639
"1073","Sao Tome and Principe","Africa","STP",678,"#FEE0B6","#A50026","ST","gdpPercap",1598.435089
"1074","Saudi Arabia","Asia","SAU",682,"#905EA1","#A50026","SA","gdpPercap",21654.83194
"1075","Senegal","Africa","SEN",686,"#D0730F","#A50026","SN","gdpPercap",1712.472136
"1076","Serbia","Europe","SRB",688,"#74B33A","#276419","RS","gdpPercap",9786.534714
"1077","Sierra Leone","Africa","SLE",694,"#EC9936","#A50026","SL","gdpPercap",862.5407561
"1078","Singapore","Asia","SGP",702,"#CBB0D5","#276419","SG","gdpPercap",47143.17964
"1079","Slovak Republic","Europe","SVK",703,"#AAD875","#7F3B08","SK","gdpPercap",18678.31435
"1080","Slovenia","Europe","SVN",705,"#D9EFBB","#40004B","SI","gdpPercap",25768.25759
"1081","Somalia","Africa","SOM",706,"#E3881D","#40004B","SO","gdpPercap",926.1410683
"1082","South Africa","Africa","ZAF",710,"#8F4407","#313695","ZA","gdpPercap",9269.657808
"1083","Spain","Europe","ESP",724,"#41831E","#7F3B08","ES","gdpPercap",28821.0637
"1084","Sri Lanka","Asia","LKA",144,"#AD8ABD","#40004B","LK","gdpPercap",3970.095407
"1085","Sudan","Africa","SDN",736,"#934607","#7F3B08","SD","gdpPercap",2602.394995
"1086","Sweden","Europe","SWE",752,"#82BE45","#7F3B08","SE","gdpPercap",33859.74835
"1087","Switzerland","Europe","CHE",756,"#9ACD62","#276419","CH","gdpPercap",37506.41907
"1088","Syria","Asia","SYR",760,"#B291C1","#276419","SY","gdpPercap",4184.548089
"1089","Tanzania","Africa","TZA",834,"#974807","#A50026","TZ","gdpPercap",1107.482182
"1090","Thailand","Asia","THA",764,"#7A3288","#A50026","TH","gdpPercap",7458.396327
"1091","Togo","Africa","TGO",768,"#F1A142","#276419","TG","gdpPercap",882.9699438
"1092","Trinidad and Tobago","Americas","TTO",780,"#FEE090","#A50026","TT","gdpPercap",18008.50924
"1093","Tunisia","Africa","TUN",788,"#DA7D12","#313695","TN","gdpPercap",7092.923025
"1094","Turkey","Europe","TUR",792,"#2C6A1A","#A50026","TR","gdpPercap",8458.276384
"1095","Uganda","Africa","UGA",800,"#A75106","#7F3B08","UG","gdpPercap",1056.380121
"1096","United Kingdom","Europe","GBR",826,"#36771C","#276419","GB","gdpPercap",33203.26128
"1097","United States","Americas","USA",840,"#A50026","#40004B","US","gdpPercap",42951.65309
"1098","Uruguay","Americas","URY",858,"#FDC778","#276419","UY","gdpPercap",10611.46299
"1099","Venezuela","Americas","VEN",862,"#DB3A2B","#313695","VE","gdpPercap",11415.80569
"1100","Vietnam","Asia","VNM",704,"#6F247B","#313695","VN","gdpPercap",2441.576404
"1101","West Bank and Gaza","Asia","PSE",275,"#CFB6D8","#313695","PS","gdpPercap",3025.349798
"1102","Zambia","Africa","ZMB",894,"#D77911","#276419","ZM","gdpPercap",1271.211593
"1103","Zimbabwe","Africa","ZWE",716,"#CC6F0D","#7F3B08","ZW","gdpPercap",469.7092981
"1104","Albania","Europe","ALB",8,"#D2ECB1","#A50026","AL","gini",29
"1105","Algeria","Africa","DZA",12,"#A34F06","#313695","DZ","gini",27.6
"1106","Angola","Africa","AGO",24,"#C96C0C","#313695","AO","gini",42.7
"1107","Argentina","Americas","ARG",32,"#C62026","#A50026","AR","gini",41.2
"1108","Armenia","Asia",NA,NA,NA,NA,"AM","gini",33.6
"1109","Australia","Oceania","AUS",36,"#313695","#7F3B08","AU","gini",35.8
"1110","Austria","Europe","AUT",40,"#92C858","#40004B","AT","gini",30.5
"1111","Azerbaijan","Asia",NA,NA,NA,NA,"AZ","gini",26.6
"1112","Bangladesh","Asia","BGD",50,"#5B1567","#A50026","BD","gini",32.4
"1113","Belarus","Europe",NA,NA,NA,NA,"BY","gini",25.4
"1114","Belgium","Europe","BEL",56,"#6DAD35","#40004B","BE","gini",27.7
"1115","Benin","Africa","BEN",204,"#EA952F","#7F3B08","BJ","gini",47.8
"1116","Bhutan","Asia",NA,NA,NA,NA,"BT","gini",37.4
"1117","Bolivia","Americas","BOL",68,"#F57748","#7F3B08","BO","gini",44
"1118","Bosnia and Herzegovina","Europe","BIH",70,"#BFE492","#276419","BA","gini",33
"1119","Botswana","Africa","BWA",72,"#FDC37B","#40004B","BW","gini",53.3
"1120","Brazil","Americas","BRA",76,"#AD0826","#276419","BR","gini",53.3
"1121","Bulgaria","Europe","BGR",100,"#8AC34F","#A50026","BG","gini",37.4
"1122","Burkina Faso","Africa","BFA",854,"#BE6209","#A50026","BF","gini",35.3
"1123","Burundi","Africa","BDI",108,"#E79029","#313695","BI","gini",38.6
"1124","Cabo Verde","Africa",NA,NA,NA,NA,"CV","gini",47.2
"1125","Cameroon","Africa","CMR",120,"#BA5F08","#7F3B08","CM","gini",46.6
"1126","Canada","Americas","CAN",124,"#CE2726","#40004B","CA","gini",34
"1127","Central African Republic","Africa","CAF",140,"#F5AA4E","#7F3B08","CF","gini",56.2
"1128","Chad","Africa","TCD",148,"#DE8013","#7F3B08","TD","gini",43.3
"1129","Chile","Americas","CHL",152,"#E04430","#7F3B08","CL","gini",46.6
"1130","China","Asia","CHN",156,"#40004B","#40004B","CN","gini",38.6
"1131","Colombia","Americas","COL",170,"#BE1826","#7F3B08","CO","gini",49.7
"1132","Comoros","Africa","COM",174,"#FDD6A2","#276419","KM","gini",45.3
"1133","Congo, Dem. Rep.","Africa","COD",180,"#8B4107","#276419","CD","gini",42.1
"1134","Congo, Rep.","Africa","COG",178,"#F7AE55","#A50026","CG","gini",48.9
"1135","Costa Rica","Americas","CRI",188,"#FDB668","#A50026","CR","gini",48.3
"1136","Cote d'Ivoire","Africa","CIV",384,"#B75C07","#313695","CI","gini",41.5
"1137","Croatia","Europe","HRV",191,"#C6E79C","#313695","HR","gini",31.1
"1138","Cyprus","Europe",NA,NA,NA,NA,"CY","gini",34
"1139","Czech Republic","Europe","CZE",203,"#7BB93E","#313695","CZ","gini",25.9
"1140","Denmark","Europe","DNK",208,"#A2D26B","#313695","DK","gini",28.2
"1141","Djibouti","Africa","DJI",262,"#FDDCAF","#7F3B08","DJ","gini",41.6
"1142","Dominican Republic","Americas","DOM",214,"#F46D43","#313695","DO","gini",45.7
"1143","Ecuador","Americas","ECU",218,"#E54E35","#A50026","EC","gini",44.7
"1144","Egypt","Africa","EGY",818,"#833D07","#A50026","EG","gini",31.8
"1145","El Salvador","Americas","SLV",222,"#FA9856","#276419","SV","gini",38
"1146","Estonia","Europe",NA,NA,NA,NA,"EE","gini",32.7
"1147","Eswatini","Africa",NA,NA,NA,NA,"SZ","gini",51.5
"1148","Ethiopia","Africa","ETH",231,"#873F07","#40004B","ET","gini",35
"1149","Fiji","Oceania",NA,NA,NA,NA,"FJ","gini",36.7
"1150","Finland","Europe","FIN",246,"#B2DD7E","#A50026","FI","gini",27.1
"1151","France","Europe","FRA",250,"#31701B","#40004B","FR","gini",32.7
"1152","Gabon","Africa","GAB",266,"#FDCA88","#313695","GA","gini",38
"1153","Gambia","Africa","GMB",270,"#FDC074","#A50026","GM","gini",35.9
"1154","Georgia","Asia",NA,NA,NA,NA,"GE","gini",37.9
"1155","Germany","Europe","DEU",276,"#276419","#7F3B08","DE","gini",31.7
"1156","Ghana","Africa","GHA",288,"#AB5406","#A50026","GH","gini",43.5
"1157","Greece","Europe","GRC",300,"#599C28","#313695","GR","gini",36
"1158","Guatemala","Americas","GTM",320,"#EA5839","#40004B","GT","gini",48.3
"1159","Guinea","Africa","GIN",324,"#E18417","#A50026","GN","gini",33.7
"1160","Guinea-Bissau","Africa","GNB",624,"#FDC681","#276419","GW","gini",50.7
"1161","Haiti","Americas","HTI",332,"#F7824D","#A50026","HT","gini",41.1
"1162","Honduras","Americas","HND",340,"#F88D51","#40004B","HN","gini",50.5
"1163","Hungary","Europe","HUN",348,"#5FA12D","#7F3B08","HU","gini",30.4
"1164","Iceland","Europe","ISL",352,"#E6F5D0","#313695","IS","gini",27.8
"1165","India","Asia","IND",356,"#460552","#276419","IN","gini",35.7
"1166","Indonesia","Asia","IDN",360,"#4D0A59","#313695","ID","gini",38.1
"1167","Iran","Asia","IRN",364,"#762A83","#7F3B08","IR","gini",40
"1168","Iraq","Asia","IRQ",368,"#9467A5","#40004B","IQ","gini",29.5
"1169","Ireland","Europe","IRL",372,"#CCE9A7","#7F3B08","IE","gini",31.8
"1170","Israel","Asia","ISR",376,"#C2A5CF","#A50026","IL","gini",38.9
"1171","Italy","Europe","ITA",380,"#3B7D1D","#313695","IT","gini",35.4
"1172","Jamaica","Americas","JAM",388,"#FDD788","#7F3B08","JM","gini",45.5
"1173","Japan","Asia","JPN",392,"#611A6D","#40004B","JP","gini",32.1
"1174","Jordan","Asia","JOR",400,"#C6AAD2","#40004B","JO","gini",33.7
"1175","Kazakhstan","Asia",NA,NA,NA,NA,"KZ","gini",27.5
"1176","Kenya","Africa","KEN",404,"#9B4A06","#40004B","KE","gini",40.8
"1177","Kiribati","Oceania",NA,NA,NA,NA,"KI","gini",37
"1178","Korea, Rep.","Asia","KOR",410,"#7E3B8C","#40004B","KR","gini",31.6
"1179","Latvia","Europe",NA,NA,NA,NA,"LV","gini",34.2
"1180","Lebanon","Asia","LBN",422,"#D4BCDB","#7F3B08","LB","gini",31.8
"1181","Lesotho","Africa","LSO",426,"#FDBD6E","#7F3B08","LS","gini",54.2
"1182","Liberia","Africa","LBR",430,"#FCB661","#276419","LR","gini",35.3
"1183","Lithuania","Europe",NA,NA,NA,NA,"LT","gini",37.4
"1184","Luxembourg","Europe",NA,NA,NA,NA,"LU","gini",33.8
"1185","Madagascar","Africa","MDG",450,"#B35806","#276419","MG","gini",42.6
"1186","Malawi","Africa","MWI",454,"#C2650A","#40004B","MW","gini",44.7
"1187","Malaysia","Asia","MYS",458,"#9970AB","#276419","MY","gini",41
"1188","Maldives","Asia",NA,NA,NA,NA,"MV","gini",38.4
"1189","Mali","Africa","MLI",466,"#D37610","#40004B","ML","gini",33
"1190","Malta","Europe",NA,NA,NA,NA,"MT","gini",29.4
"1191","Mauritania","Africa","MRT",478,"#FAB25B","#40004B","MR","gini",32.6
"1192","Mauritius","Africa","MUS",480,"#FDCD8E","#7F3B08","MU","gini",38.5
"1193","Mexico","Americas","MEX",484,"#B51026","#313695","MX","gini",48.3
"1194","Micronesia","Oceania",NA,NA,NA,NA,"FM","gini",40.1
"1195","Moldova","Europe",NA,NA,NA,NA,"MD","gini",25.9
"1196","Mongolia","Asia","MNG",496,"#DDC8E1","#40004B","MN","gini",32.3
"1197","Montenegro","Europe","MNE",499,"#DFF2C5","#276419","ME","gini",31.9
"1198","Morocco","Africa","MAR",504,"#9F4D06","#276419","MA","gini",39.5
"1199","Mozambique","Africa","MOZ",508,"#AF5606","#40004B","MZ","gini",54
"1200","Myanmar","Asia","MMR",104,"#834492","#276419","MM","gini",38.1
"1201","Namibia","Africa","NAM",516,"#FDBA67","#313695","NA","gini",59.1
"1202","Nepal","Asia","NPL",524,"#8B559B","#7F3B08","NP","gini",32.8
"1203","Netherlands","Europe","NLD",528,"#529624","#276419","NL","gini",28.2
"1204","Nicaragua","Americas","NIC",558,"#FDAE61","#7F3B08","NI","gini",46.2
"1205","Niger","Africa","NER",562,"#C5690B","#276419","NE","gini",34.3
"1206","Nigeria","Africa","NGA",566,"#7F3B08","#7F3B08","NG","gini",43
"1207","North Macedonia","Europe",NA,NA,NA,NA,"MK","gini",35.6
"1208","Norway","Europe","NOR",578,"#B9E188","#40004B","NO","gini",27.5
"1209","Pakistan","Asia","PAK",586,"#540F60","#7F3B08","PK","gini",33.5
"1210","Panama","Americas","PAN",591,"#FDCF80","#313695","PA","gini",49.9
"1211","Papua New Guinea","Oceania",NA,NA,NA,NA,"PG","gini",41.9
"1212","Paraguay","Americas","PRY",600,"#FBA35B","#313695","PY","gini",48.8
"1213","Peru","Americas","PER",604,"#D73027","#276419","PE","gini",43.3
"1214","Philippines","Asia","PHL",608,"#681F75","#276419","PH","gini",44.4
"1215","Poland","Europe","POL",616,"#468A1F","#A50026","PL","gini",31.8
"1216","Portugal","Europe","PRT",620,"#66A731","#A50026","PT","gini",35.5
"1217","Romania","Europe","ROU",642,"#4B9020","#40004B","RO","gini",35.9
"1218","Russia","Europe",NA,NA,NA,NA,"RU","gini",37.7
"1219","Rwanda","Africa","RWA",646,"#E58C23","#276419","RW","gini",43.7
"1220","Samoa","Oceania",NA,NA,NA,NA,"WS","gini",38.7
"1221","Sao Tome and Principe","Africa","STP",678,"#FEE0B6","#A50026","ST","gini",30.8
"1222","Senegal","Africa","SEN",686,"#D0730F","#A50026","SN","gini",40.3
"1223","Serbia","Europe","SRB",688,"#74B33A","#276419","RS","gini",39.6
"1224","Seychelles","Africa",NA,NA,NA,NA,"SC","gini",46.8
"1225","Sierra Leone","Africa","SLE",694,"#EC9936","#A50026","SL","gini",34
"1226","Slovak Republic","Europe","SVK",703,"#AAD875","#7F3B08","SK","gini",26.5
"1227","Slovenia","Europe","SVN",705,"#D9EFBB","#40004B","SI","gini",25.4
"1228","Solomon Islands","Oceania",NA,NA,NA,NA,"SB","gini",37.1
"1229","South Africa","Africa","ZAF",710,"#8F4407","#313695","ZA","gini",63
"1230","South Sudan","Africa",NA,NA,NA,NA,"SS","gini",46.3
"1231","Spain","Europe","ESP",724,"#41831E","#7F3B08","ES","gini",36.2
"1232","Sri Lanka","Asia","LKA",144,"#AD8ABD","#40004B","LK","gini",39.8
"1233","St. Lucia","Americas",NA,NA,NA,NA,"LC","gini",51.2
"1234","Sudan","Africa","SDN",736,"#934607","#7F3B08","SD","gini",35.4
"1235","Sweden","Europe","SWE",752,"#82BE45","#7F3B08","SE","gini",29.2
"1236","Switzerland","Europe","CHE",756,"#9ACD62","#276419","CH","gini",32.3
"1237","Syria","Asia","SYR",760,"#B291C1","#276419","SY","gini",35.8
"1238","Tajikistan","Asia",NA,NA,NA,NA,"TJ","gini",34
"1239","Tanzania","Africa","TZA",834,"#974807","#A50026","TZ","gini",37.8
"1240","Thailand","Asia","THA",764,"#7A3288","#A50026","TH","gini",36.5
"1241","Timor-Leste","Asia",NA,NA,NA,NA,"TL","gini",28.7
"1242","Togo","Africa","TGO",768,"#F1A142","#276419","TG","gini",43.1
"1243","Tonga","Oceania",NA,NA,NA,NA,"TO","gini",37.6
"1244","Tunisia","Africa","TUN",788,"#DA7D12","#313695","TN","gini",32.8
"1245","Turkey","Europe","TUR",792,"#2C6A1A","#A50026","TR","gini",41.9
"1246","Uganda","Africa","UGA",800,"#A75106","#7F3B08","UG","gini",42.8
"1247","Ukraine","Europe",NA,NA,NA,NA,"UA","gini",25
"1248","United Kingdom","Europe","GBR",826,"#36771C","#276419","GB","gini",33.2
"1249","United States","Americas","USA",840,"#A50026","#40004B","US","gini",41.5
"1250","Uruguay","Americas","URY",858,"#FDC778","#276419","UY","gini",39.5
"1251","Uzbekistan","Asia",NA,NA,NA,NA,"UZ","gini",35.3
"1252","Vanuatu","Oceania",NA,NA,NA,NA,"VU","gini",37.6
"1253","Venezuela","Americas","VEN",862,"#DB3A2B","#313695","VE","gini",46.9
"1254","Vietnam","Asia","VNM",704,"#6F247B","#313695","VN","gini",35.3
"1255","West Bank and Gaza","Asia","PSE",275,"#CFB6D8","#313695","PS","gini",33.7
"1256","Zambia","Africa","ZMB",894,"#D77911","#276419","ZM","gini",57.1
